id,title,description,dcat_ap_id,dcat_ap_title,en_iso_19115_id,en_iso_19115_title,inspire_id,inspire_title
ALG II-Leistungen an SGBII,ALG II-Leistungen an SGBII,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Neue Ein- und Zweifamilienhäuser,Neue Ein- und Zweifamilienhäuser,,REGI,Regions and cities,society,Society,BU,Buildings
Raumwirksame Mittel,Raumwirksame Mittel,,GOVE,Government and public sector,planningCadastre,Planning / Cadastre,LU,Land use
Typ private Haushalte Familie Mehrpersonenhaushalte ohne Kernfamilie,Typ private Haushalte Familie Mehrpersonenhaushalte ohne Kernfamilie,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Abhängigenquote Junge,Abhängigenquote Junge,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Pkw-Dichte,Pkw-Dichte,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Gebäude nach Anzahl der Wohnungen 1 Wohnung,Gebäude nach Anzahl der Wohnungen 1 Wohnung,,SOCI,Population and society,society,Society,BU,Buildings
Schüler an berufsbildenden Schulen je 1.000 Einwohner,Schüler an berufsbildenden Schulen je 1.000 Einwohner,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Kurzarbeiter,Kurzarbeiter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme EW 9,Bundestagswahl Erststimme EW 9,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Männliche Schulabgänger mit Hauptschulabschluss,Männliche Schulabgänger mit Hauptschulabschluss,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Waldfläche,Waldfläche,,ENVI,Environment,environment,Environment,LC,Land cover
Bundestagswahl Erststimme Willi-Weise-Projekt  2,Bundestagswahl Erststimme Willi-Weise-Projekt  2,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Familienstand verwitwet,Familienstand verwitwet,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gebäude nach Baujahr in MZ-Klassen 2020 und später,Gebäude nach Baujahr in MZ-Klassen 2020 und später,,SOCI,Population and society,structure,Structure,BU,Buildings
Empfänger von Pflegegeld,Empfänger von Pflegegeld,,HEAL,Health,health,Health,HH,Human health and safety
Bevölkerungsentwicklung (5 Jahre),Bevölkerungsentwicklung (5 Jahre),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Wohnung Gebäudetyp Größe Freistehendes Zweifamilienhaus,Wohnung Gebäudetyp Größe Freistehendes Zweifamilienhaus,,SOCI,Population and society,society,Society,BU,Buildings
Typ der Kernfamilie  nach Kindern Familie insgesamt,Typ der Kernfamilie  nach Kindern Familie insgesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Zweitstimme Team Todenhöfer,Bundestagswahl Zweitstimme Team Todenhöfer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme Bobby,Bundestagswahl Erststimme Bobby,,GOVE,Government and public sector,society,Society,AM,Area management/restriction/regulation zones and reporting units
Bundestagswahl Erststimme Zukunft für uns,Bundestagswahl Erststimme Zukunft für uns,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Baujahr vor 1919,Baujahr vor 1919,,SOCI,Population and society,society,Society,BU,Buildings
Größe Kernfamilie bis und mehr Personen 3 Personen,Größe Kernfamilie bis und mehr Personen 3 Personen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Männliche ältere Arbeitslose,Männliche ältere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bahnhaltestellen,Bahnhaltestellen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Gebäude nach Energieträger der Heizung Energieträger insgesamt,Gebäude nach Energieträger der Heizung Energieträger insgesamt,,ENER,Energy,utilitiesCommunication,Utilities / Communication,BU,Buildings
Wohnungen nach Zahl der Räume 1 Raum,Wohnungen nach Zahl der Räume 1 Raum,,SOCI,Population and society,society,Society,BU,Buildings
Allgemeinbildende Schulen mit Förderschwerpunkt,Allgemeinbildende Schulen mit Förderschwerpunkt,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
kitas,kitas,,SOCI,Population and society,society,Society,US,Utility and governmental services
Haushalte mit mittlerem Einkommen,Haushalte mit mittlerem Einkommen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte mit Anforderungsniveau Spezialist,Beschäftigte mit Anforderungsniveau Spezialist,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Schutzsuchende an ausländischer Bevölkerung,Schutzsuchende an ausländischer Bevölkerung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Schlafgelegenheiten in Beherbergungsbetrieben,Schlafgelegenheiten in Beherbergungsbetrieben,,SOCI,Population and society,society,Society,SU,Statistical units
Alter infr 3 bis 5,Alter infr 3 bis 5,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Weibliche Empfänger von Grundsicherung im Alter (Altersarmut),Weibliche Empfänger von Grundsicherung im Alter (Altersarmut),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bauen und Wohnen - Gebäude- und Wohnungsbestand,Bauen und Wohnen - Gebäude- und Wohnungsbestand,,SOCI,Population and society,society,Society,BU,Buildings
Wissenschaftliche Bibliotheken,Wissenschaftliche Bibliotheken,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Haus- und Sperrmüll,Haus- und Sperrmüll,,ENVI,Environment,environment,Environment,AM,Area management/restriction/regulation zones and reporting units
Ausländische Studierende,Ausländische Studierende,,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 3) Pflegeheimplätze,(SDG 3) Pflegeheimplätze,,HEAL,Health,health,Health,HH,Human health and safety
Fläche der Wohnung 10m2 Intervalle 180 und mehr,Fläche der Wohnung 10m2 Intervalle 180 und mehr,,REGI,Regions and cities,society,Society,BU,Buildings
Berufseinstiegswanderer,Berufseinstiegswanderer,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Bundestagswahl Erststimme EW 2,Bundestagswahl Erststimme EW 2,,GOVE,Government and public sector,society,Society,AU,Administrative units
Kinder ausländischer Herkunft in Tageseinrichtungen,Kinder ausländischer Herkunft in Tageseinrichtungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Familienwanderer,Familienwanderer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einwohner-Arbeitsplatz-Dichte,Einwohner-Arbeitsplatz-Dichte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Wohngeldhaushalte (Lastenzuschuss),Wohngeldhaushalte (Lastenzuschuss),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einwohner von 65 bis unter 75 Jahren,Einwohner von 65 bis unter 75 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erholungsfläche je Einwohner,Erholungsfläche je Einwohner,,SOCI,Population and society,society,Society,LU,Land use
Eheschließungen,Eheschließungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhausbetten je 1.000 Einwohner,Krankenhausbetten je 1.000 Einwohner,,HEAL,Health,health,Health,HH,Human health and safety
Beschäftigte am WO mit akademischen Abschluss,Beschäftigte am WO mit akademischen Abschluss,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Typ der Kernfamilie  nach Kindern Nichteheliche Lebensgemeinschaft ohne Kinder,Typ der Kernfamilie  nach Kindern Nichteheliche Lebensgemeinschaft ohne Kinder,,SOCI,Population and society,society,Society,PD,Population distribution — demography
hochfrequentierte U-/Strassenbahnhaltestellen,hochfrequentierte U-/Strassenbahnhaltestellen,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Kleinstbetriebe,Kleinstbetriebe,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
"GRW, Bereich Förderung der gewerblichen Wirtschaft (langfristig)","GRW, Bereich Förderung der gewerblichen Wirtschaft (langfristig)",,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Einwohner 85 Jahre und älter,Einwohner 85 Jahre und älter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
sozialversicherungspflichtig Beschäftigte am Wohnort,sozialversicherungspflichtig Beschäftigte am Wohnort,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitsmarktpolitische Hilfen der BA für Arbeit (langfristig),Arbeitsmarktpolitische Hilfen der BA für Arbeit (langfristig),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gebäude nach Anzahl der Wohnungen 7 bis 12 Wohnungen,Gebäude nach Anzahl der Wohnungen 7 bis 12 Wohnungen,,SOCI,Population and society,structure,Structure,BU,Buildings
Haushalte mit niedrigem Einkommen,Haushalte mit niedrigem Einkommen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Religion Evangelisch,Religion Evangelisch,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Teilzeitbeschäftige Frauen,Teilzeitbeschäftige Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Medizinische und soziale Versorgung,Medizinische und soziale Versorgung,,HEAL,Health,health,Health,HH,Human health and safety
Polizeidienststellen,Polizeidienststellen,,JUST,"Justice, legal system and public safety",society,Society,US,Utility and governmental services
Öffentliche Bibliotheken,Öffentliche Bibliotheken,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Nahversorgung Grundschule,Nahversorgung Grundschule,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
(SDG 3) Vorzeitige Sterblichkeit,(SDG 3) Vorzeitige Sterblichkeit,,HEAL,Health,health,Health,HH,Human health and safety
Baulandpreise,Baulandpreise,,ECON,Economy and finance,economy,Farming,LU,Land use
(SDG 12) Abfallmenge,(SDG 12) Abfallmenge,,ENVI,Environment,environment,Environment,NZ,Natural risk zones
Männliche Schulabgänger ohne Abschluss,Männliche Schulabgänger ohne Abschluss,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
(SDG 10) Beschäftigungsquote - Ausländer,(SDG 10) Beschäftigungsquote - Ausländer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme EW 4,Bundestagswahl Erststimme EW 4,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Absolutzahlen,Absolutzahlen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme DIE LINKE ,Bundestagswahl Erststimme DIE LINKE ,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Zweitstimme DKP,Bundestagswahl Zweitstimme DKP,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Weibliche Studierende,Weibliche Studierende,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Pkw Diesel,Pkw Diesel,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Verkehr,Verkehr,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Ehescheidungen,Ehescheidungen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Umwelt,Umwelt,,ENVI,Environment,environment,Environment,AM,Area management/restriction/regulation zones and reporting units
Erwerbsquote,Erwerbsquote,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Binnenwanderungssaldo,Binnenwanderungssaldo,,SOCI,Population and society,society,Society,PD,Population distribution — demography
arzt,arzt,,HEAL,Health,health,Health,HH,Human health and safety
Bundestagswahl Erststimme EW 10,Bundestagswahl Erststimme EW 10,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte Sekundärer Sektor,Beschäftigte Sekundärer Sektor,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Ausländische weibliche Arbeitslose,Ausländische weibliche Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Typ der Kernfamilie  nach Kindern Eingetragene Lebenspartnerschaft ohne Kinder,Typ der Kernfamilie  nach Kindern Eingetragene Lebenspartnerschaft ohne Kinder,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einwohnerdichte,Einwohnerdichte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Direkte Projektförderung (langfristig),Direkte Projektförderung (langfristig),,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
sozialversicherungspflichtig Beschäftigte Binnenpendler,sozialversicherungspflichtig Beschäftigte Binnenpendler,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bibliotheksentleihungen,Bibliotheksentleihungen,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Wohnungen nach Zahl der Räume 2 Räume,Wohnungen nach Zahl der Räume 2 Räume,,SOCI,Population and society,society,Society,BU,Buildings
Gebäudetyp Größe Einfamilienhaus Doppelhaushälfte,Gebäudetyp Größe Einfamilienhaus Doppelhaushälfte,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,BU,Buildings
Bruttoinlandsprodukt je Erwerbstätigen,Bruttoinlandsprodukt je Erwerbstätigen,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Wohnung Gebäudetyp Größe Zweifamilienhaus Reihenhaus,Wohnung Gebäudetyp Größe Zweifamilienhaus Reihenhaus,,SOCI,Population and society,society,Society,BU,Buildings
Wohnungen in Mehrfamilienhäusern,Wohnungen in Mehrfamilienhäusern,,SOCI,Population and society,society,Society,BU,Buildings
Baujahr 2016 und später,Baujahr 2016 und später,,SOCI,Population and society,society,Society,BU,Buildings
Bahn-Abfahrten,Bahn-Abfahrten,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Flächennutzung,Flächennutzung,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,LU,Land use
Typ private Haushalte Familie Paare ohne Kinder,Typ private Haushalte Familie Paare ohne Kinder,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Weibliche Auszubildende,Weibliche Auszubildende,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Bauen und Wohnen - Baulandmarkt und Bautätigkeit,Bauen und Wohnen - Baulandmarkt und Bautätigkeit,,SOCI,Population and society,structure,Structure,BU,Buildings
(SDG 5) Frauenanteil im Stadtrat bzw. Kreistag,(SDG 5) Frauenanteil im Stadtrat bzw. Kreistag,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Kindertagesstätten,Kindertagesstätten,,SOCI,Population and society,society,Society,US,Utility and governmental services
Baujahr 1950 bis 1959,Baujahr 1950 bis 1959,,SOCI,Population and society,society,Society,BU,Buildings
Postfillialen insgesamt,Postfillialen insgesamt,,SOCI,Population and society,utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Pendlersaldo,Pendlersaldo,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erwerbstätige,Erwerbstätige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Stimmenanteile Die Linke,Stimmenanteile Die Linke,,GOVE,Government and public sector,society,Society,AM,Area management/restriction/regulation zones and reporting units
Bundestagswahl Erststimme DIE LINKE,Bundestagswahl Erststimme DIE LINKE,,GOVE,Government and public sector,society,Society,SU,Statistical units
Pflegebedürftige,Pflegebedürftige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitslosigkeit,Arbeitslosigkeit,,SOCI,Population and society,economy,Farming,PD,Population distribution — demography
Offene Stellen mit Anforderungsniveau Helfer,Offene Stellen mit Anforderungsniveau Helfer,,ECON,Economy and finance,economy,Farming,LU,Land use
Kassenkredite,Kassenkredite,,ECON,Economy and finance,economy,Farming,US,Utility and governmental services
Nebenstelle eines Oberlandesgerichts,Nebenstelle eines Oberlandesgerichts,,JUST,"Justice, legal system and public safety",society,Society,AU,Administrative units
Fläche der Wohnung 10m2 Intervalle 30 bis 39,Fläche der Wohnung 10m2 Intervalle 30 bis 39,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Schüler an Grundschulen je 1.000 Einwohner,Schüler an Grundschulen je 1.000 Einwohner,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Krankenhäuser ohne allg. stationäre Notfallversorgung,Krankenhäuser ohne allg. stationäre Notfallversorgung,,HEAL,Health,health,Health,HH,Human health and safety
(SDG 11) Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie,(SDG 11) Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie,,ENER,Energy,utilitiesCommunication,Utilities / Communication,BU,Buildings
Hochschulförderung (langfristig),Hochschulförderung (langfristig),,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Wirtschaft,Wirtschaft,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Gesundheitsversorgungsfunktion,Gesundheitsversorgungsfunktion,,HEAL,Health,health,Health,HH,Human health and safety
Betreuungsquote Vorschulkinder,Betreuungsquote Vorschulkinder,,SOCI,Population and society,society,Society,SU,Statistical units
Verkehr und Erreichbarkeit - Pendler,Verkehr und Erreichbarkeit - Pendler,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Offene Stellen mit Anforderungsniveau Spezialist,Offene Stellen mit Anforderungsniveau Spezialist,,SOCI,Population and society,society,Society,PS,Protected sites
Studierende,Studierende,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Fortzugsrate Männer,Fortzugsrate Männer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigung und Erwerbstätigkeit - Atypische Beschäftigung,Beschäftigung und Erwerbstätigkeit - Atypische Beschäftigung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Schüler an weiterführenden Schulen je 1.000 Einwohner,Schüler an weiterführenden Schulen je 1.000 Einwohner,,EDUC,"Education, culture and sport",society,Society,US,Utility and governmental services
Beschäftigung und Erwerbstätigkeit,Beschäftigung und Erwerbstätigkeit,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Kinos,Kinos,,EDUC,"Education, culture and sport",society,Society,PF,Production and industrial facilities
Alter infr 60 bis 66,Alter infr 60 bis 66,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Steuereinnahmen,Steuereinnahmen,,ECON,Economy and finance,economy,Farming,AU,Administrative units
Typ private Haushalte Lebensform Alleinerziehende Väter,Typ private Haushalte Lebensform Alleinerziehende Väter,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Öffentliche Verwaltungsfunktion,Öffentliche Verwaltungsfunktion,,GOVE,Government and public sector,utilitiesCommunication,Utilities / Communication,US,Utility and governmental services
Beschäftigte am WO ohne Berufsabschluss,Beschäftigte am WO ohne Berufsabschluss,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Wohnungen in Ein- und Zweifamilienhäusern,Wohnungen in Ein- und Zweifamilienhäusern,,SOCI,Population and society,society,Society,BU,Buildings
Gebäude nach Baujahr in MZ-Klassen 1979 bis 1990,Gebäude nach Baujahr in MZ-Klassen 1979 bis 1990,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,BU,Buildings
ALG II-Leistungen (Höhe),ALG II-Leistungen (Höhe),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Studierende an Fachhochschulen je 1.000 Einwohner,Studierende an Fachhochschulen je 1.000 Einwohner,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Beschäftigung und Erwerbstätigkeit – Wirtschafts- und Berufszweige,Beschäftigung und Erwerbstätigkeit – Wirtschafts- und Berufszweige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Heizungsart Blockheizung,Heizungsart Blockheizung,,ENER,Energy,utilitiesCommunication,Utilities / Communication,ER,Energy resources
(SDG 11) Wohnfläche,(SDG 11) Wohnfläche,,SOCI,Population and society,society,Society,BU,Buildings
Umsatz im Bergbau u. Verarb. Gewerbe,Umsatz im Bergbau u. Verarb. Gewerbe,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Anteil weibliche jüngere Arbeitslose,Anteil weibliche jüngere Arbeitslose,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Typ der Kernfamilie  nach Kindern Vater und min. ein Kind unter 18,Typ der Kernfamilie  nach Kindern Vater und min. ein Kind unter 18,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme BUNDESTAGVERKLEINERUNG,Bundestagswahl Erststimme BUNDESTAGVERKLEINERUNG,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Erreichbarkeit KV-Terminal,Erreichbarkeit KV-Terminal,,TRAN,Transport,transportation,Transportation,TN,Transport networks
Typ private Haushalte Lebensform Eingetragene Lebenspartnerschaft,Typ private Haushalte Lebensform Eingetragene Lebenspartnerschaft,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Krankenhäuser mit Spezialversorgung,Krankenhäuser mit Spezialversorgung,,HEAL,Health,health,Health,HH,Human health and safety
Erreichbarkeit von Mittelzentren,Erreichbarkeit von Mittelzentren,,REGI,Regions and cities,society,Society,AU,Administrative units
zahnarzt,zahnarzt,,HEAL,Health,health,Health,HH,Human health and safety
Berufsschüler,Berufsschüler,,EDUC,"Education, culture and sport",society,Society,SU,Statistical units
Teilzeitbeschäftigte,Teilzeitbeschäftigte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bevölkerungsentwicklung,Bevölkerungsentwicklung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitslosenquote Frauen,Arbeitslosenquote Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Fläche der Wohnung 10m2 Intervalle 120 bis 129,Fläche der Wohnung 10m2 Intervalle 120 bis 129,,SOCI,Population and society,society,Society,BU,Buildings
Gästeübernachtungen in Beherbergungsbetrieben,Gästeübernachtungen in Beherbergungsbetrieben,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte in wissensintensiven Industrien,Beschäftigte in wissensintensiven Industrien,,TECH,Science and technology,society,Society,PF,Production and industrial facilities
Einwohner unter 3 Jahren,Einwohner unter 3 Jahren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gebäude nach Baujahr in MZ-Klassen 1949 bis 1978,Gebäude nach Baujahr in MZ-Klassen 1949 bis 1978,,SOCI,Population and society,society,Society,BU,Buildings
Beschäftigte am WO mit Berufsabschluss,Beschäftigte am WO mit Berufsabschluss,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Schutzsuchende an Bevölkerung,Schutzsuchende an Bevölkerung,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitslose mit Anforderungsniveau Experte,Arbeitslose mit Anforderungsniveau Experte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Einwohner je Arzt,Einwohner je Arzt,,HEAL,Health,health,Health,HH,Human health and safety
Bundestagswahl Erststimme EB - unabhängig,Bundestagswahl Erststimme EB - unabhängig,,GOVE,Government and public sector,society,Society,PD,Population distribution — demography
Medianeinkommen Männer,Medianeinkommen Männer,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Geburten junger Mütter (<20 Jahre),Geburten junger Mütter (<20 Jahre),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bevölkerung männlich,Bevölkerung männlich,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigte in IT- und naturwissenschaftlichen Dienstleistungsberufen,Beschäftigte in IT- und naturwissenschaftlichen Dienstleistungsberufen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
krankenhaus,krankenhaus,,HEAL,Health,health,Health,BU,Buildings
Gebäude nach überwiegender Heizungsart Einzel- / Mehrraumöfen,Gebäude nach überwiegender Heizungsart Einzel- / Mehrraumöfen,,ENER,Energy,structure,Structure,BU,Buildings
Medianeinkommen,Medianeinkommen,,ECON,Economy and finance,economy,Farming,PD,Population distribution — demography
Erwerbsfähige Leistungsberechtigte (Frauen),Erwerbsfähige Leistungsberechtigte (Frauen),,SOCI,Population and society,society,Society,PD,Population distribution — demography
Stimmenanteile SPD,Stimmenanteile SPD,,GOVE,Government and public sector,society,Society,PD,Population distribution — demography
Sonnenscheindauer,Sonnenscheindauer,,ENVI,Environment,climatologyMeteorologyAtmosphere,Climatology / Meteorology / Atmosphere,AC-MF,Atmospheric Conditions and meteorological geographical features
Bevölkerungsentwicklung (10 Jahre),Bevölkerungsentwicklung (10 Jahre),,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 9) Hochqualifizierte,(SDG 9) Hochqualifizierte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Baugenehmigungen für Wohnungen in Ein- und Zweifamilienhäusern,Baugenehmigungen für Wohnungen in Ein- und Zweifamilienhäusern,,REGI,Regions and cities,planningCadastre,Planning / Cadastre,BU,Buildings
Bundestagswahl Zweitstimme UNABHÄNGIGE,Bundestagswahl Zweitstimme UNABHÄNGIGE,,GOVE,Government and public sector,society,Society,AU,Administrative units
Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie,Anteil Erwerbstätige Verarbeitendes Gewerbe an Industrie,,ECON,Economy and finance,economy,Farming,PF,Production and industrial facilities
Alter infr 16 bis 18,Alter infr 16 bis 18,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gesundheit,Gesundheit,,HEAL,Health,health,Health,HH,Human health and safety
Binnenwanderungssaldo Frauen,Binnenwanderungssaldo Frauen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Verhältnis junge zu alte Erwerbsfähige,Verhältnis junge zu alte Erwerbsfähige,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Medizinische Versorgung,Medizinische Versorgung,,HEAL,Health,health,Health,HH,Human health and safety
Leistungen für Unterkunft (Höhe),Leistungen für Unterkunft (Höhe),,SOCI,Population and society,society,Society,BU,Buildings
Bevölkerung in Oberzentren,Bevölkerung in Oberzentren,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Größe Kernfamilie bis und mehr Personen 2 Personen,Größe Kernfamilie bis und mehr Personen 2 Personen,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Beschäftigung und Erwerbstätigkeit - Qualifikation,Beschäftigung und Erwerbstätigkeit - Qualifikation,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Unterbeschäftigungsquote,Unterbeschäftigungsquote,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Arbeitslosenquote Jüngere,Arbeitslosenquote Jüngere,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Zweitstimme AfD,Bundestagswahl Zweitstimme AfD,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Bundestagswahl Erststimme Wirtschaftlich-Ökologisch-Familienfreundlich,Bundestagswahl Erststimme Wirtschaftlich-Ökologisch-Familienfreundlich,,GOVE,Government and public sector,society,Society,AU,Administrative units
Nebenstelle eines Amtsgerichts,Nebenstelle eines Amtsgerichts,,JUST,"Justice, legal system and public safety",boundaries,Boundaries,AU,Administrative units
Bundestagswahl Zweitstimme BÜNDNIS DEUTSCHLAND,Bundestagswahl Zweitstimme BÜNDNIS DEUTSCHLAND,,GOVE,Government and public sector,society,Society,AD,Addresses
Entfernung zur Apotheke,Entfernung zur Apotheke,,HEAL,Health,health,Health,HH,Human health and safety
Städtebauförderung (kurzfristig),Städtebauförderung (kurzfristig),,GOVE,Government and public sector,society,Society,AM,Area management/restriction/regulation zones and reporting units
Typ private Haushalte Familie Haushalte insgesamt,Typ private Haushalte Familie Haushalte insgesamt,,SOCI,Population and society,society,Society,PD,Population distribution — demography
Gemeindeverwaltungen,Gemeindeverwaltungen,,GOVE,Government and public sector,structure,Structure,US,Utility and governmental services
Gebäude nach Energieträger der Heizung Holz / Holzpellets,Gebäude nach Energieträger der Heizung Holz / Holzpellets,,ENER,Energy,utilitiesCommunication,Utilities / Communication,BU,Buildings
Prognostizierte Bevölkerungsentwicklung (2022-2040),Prognostizierte Bevölkerungsentwicklung (2022-2040),,SOCI,Population and society,society,Society,PD,Population distribution — demography
(SDG 11) Angebotsmietpreise,(SDG 11) Angebotsmietpreise,,REGI,Regions and cities,society,Society,BU,Buildings
Schüler,Schüler,,EDUC,"Education, culture and sport",society,Society,PD,Population distribution — demography
Typ private Haushalte Lebensform Einpersonenhaushalte,Typ private Haushalte Lebensform Einpersonenhaushalte,,SOCI,Population and society,society,Society,PD,Population distribution — demography
